"date","acn_volume","adbe_volume","amd_volume","crm_volume","ibm_volume","intc_volume","intu_volume","nflx_volume","sony_volume","txn_volume","acn_high","adbe_high","amd_high","crm_high","ibm_high","intc_high","intu_high","nflx_high","sony_high","txn_high","acn_low","adbe_low","amd_low","crm_low","ibm_low","intc_low","intu_low","nflx_low","sony_low","txn_low"
"2013-01-18","2271600","5561400","41786200","6346000","4769342","143760400","1227500","35999600","9285500","13294700","70.120003","37.990002","2.680000","43.025002","186.424469","21.440001","63.689999","14.562857","12.740000","33.540001","69.410004","37.360001","2.430000","41.910000","185.277252","21.030001","62.980000","14.097143","12.480000","33.020000"
"2013-01-22","3331900","2475400","35143000","7501600","7502226","51127400","1155200","22773100","8125000","13045800","70.459999","38.020000","2.540000","42.567501","187.456985","21.290001","63.779999","14.235714","13.380000","33.470001","69.790001","37.570000","2.430000","41.529999","185.478012","21.030001","62.950001","13.798571","13.110000","33.130001"
"2013-01-23","3591100","3309000","69200500","5760000","13106903","42432300","1479100","74235000","3233100","9516500","71.459999","38.279999","2.750000","42.930000","199.407272","21.219999","64.059998","14.832857","13.290000","33.299999","70.440002","37.889999","2.590000","41.790001","194.416824","21.040001","63.650002","13.860000","13.080000","32.799999"
"2013-01-24","2608500","2605600","32497200","5149600","4651771","58396800","1679700","118805400","4676900","7827500","71.980003","38.700001","2.840000","43.372501","196.042068","21.180000","64.440002","21.309999","13.560000","33.610001","70.680000","37.990002","2.670000","42.622501","194.149139","20.930000","63.490002","19.945715","13.360000","33.009998"
"2013-01-25","2908200","3273000","33639700","6508000","3513409","107632800","1516100","191445800","6596300","8436000","72.239998","38.529999","2.930000","43.935001","196.156784","21.070000","64.139999","24.668571","14.460000","33.290001","71.010002","38.020000","2.820000","43.152500","195.152969","20.879999","63.480000","20.801430","14.250000","32.709999"
