Date,Open,High,Low,Close,Adj Close,Volume
2013-01-18,63.490002,63.689999,62.980000,63.680000,58.173454,1227500
2013-01-22,63.599998,63.779999,62.950001,63.779999,58.264809,1155200
2013-01-23,63.810001,64.059998,63.650002,63.669998,58.164322,1479100
2013-01-24,64.000000,64.440002,63.490002,63.820000,58.301353,1679700
2013-01-25,63.630001,64.139999,63.480000,63.709999,58.200867,1516100
2013-01-28,63.950001,64.470001,63.869999,63.880001,58.356163,1225200
2013-01-29,63.759998,64.180000,63.009998,63.880001,58.356163,1218000
2013-01-30,63.709999,63.930000,62.889999,63.060001,57.607063,1754300
2013-01-31,63.220001,63.540001,62.270000,62.380001,56.985863,3504600
2013-02-01,63.169998,63.169998,62.400002,62.900002,57.460911,2262700
2013-02-04,62.410000,63.000000,61.860001,62.090000,56.720947,1968300
2013-02-05,62.570000,63.209999,61.820000,63.070000,57.616192,1778700
2013-02-06,62.709999,63.080002,62.130001,62.910000,57.470032,1882400
2013-02-07,62.930000,63.160000,62.070000,62.250000,56.867111,3569600
2013-02-08,62.639999,62.660000,60.119999,61.509998,56.191093,5142100
2013-02-11,61.650002,61.869999,61.169998,61.419998,56.108879,2166900
2013-02-12,61.389999,61.610001,61.160000,61.439999,56.127159,1498800
2013-02-13,61.730000,62.000000,60.930000,61.439999,56.127159,1759500
2013-02-14,61.220001,61.389999,60.599998,60.759998,55.505955,2988200
2013-02-15,60.959999,62.110001,60.759998,62.070000,56.702675,2139900
2013-02-19,62.099998,62.560001,61.980000,62.209999,56.830574,1421800
2013-02-20,62.380001,62.500000,61.369999,61.419998,56.108879,2107800
2013-02-21,60.759998,61.619999,60.759998,61.299999,55.999256,1941300
2013-02-22,62.000000,63.070000,61.049999,62.779999,57.351276,3073900
2013-02-25,62.930000,63.240002,62.009998,62.020000,56.657001,2495500
2013-02-26,62.009998,62.759998,61.869999,62.639999,57.223381,2054700
2013-02-27,62.779999,64.180000,62.259998,63.759998,58.246529,2097100
2013-02-28,63.759998,64.660004,63.700001,64.470001,58.895134,2473600
2013-03-01,64.040001,65.110001,63.779999,65.040001,59.415852,2307300
2013-03-04,64.870003,66.290001,64.760002,66.269997,60.539490,2519400
2013-03-05,66.570000,67.910004,66.430000,67.879997,62.010269,2678200
2013-03-06,67.989998,68.410004,67.769997,67.989998,62.110752,2242000
2013-03-07,67.989998,68.199997,67.629997,67.930000,62.055965,1496000
2013-03-08,67.919998,68.269997,67.290001,67.750000,61.891529,1882300
2013-03-11,66.800003,67.230003,66.099998,66.559998,60.804413,3188200
2013-03-12,66.519997,66.820000,66.199997,66.360001,60.621708,1555000
2013-03-13,66.610001,66.809998,66.209999,66.250000,60.521229,1685500
2013-03-14,66.599998,66.699997,66.000000,66.180000,60.457264,2778000
2013-03-15,65.980003,66.339996,65.419998,65.430000,59.772125,2502600
2013-03-18,64.879997,65.639999,64.599998,65.410004,59.753857,1259400
2013-03-19,65.370003,65.629997,64.669998,65.290001,59.644245,1851600
2013-03-20,65.760002,65.970001,65.080002,65.169998,59.534603,1688300
2013-03-21,64.750000,65.529999,64.309998,65.300003,59.653374,2608100
2013-03-22,65.309998,65.889999,64.910004,65.540001,59.872627,1339200
2013-03-25,65.599998,65.750000,64.739998,64.839996,59.233143,2343000
2013-03-26,65.279999,65.930000,65.000000,65.730003,60.046196,1987800
2013-03-27,66.209999,66.220001,64.989998,65.470001,59.808685,1083000
2013-03-28,65.190002,65.699997,65.099998,65.660004,59.982243,1911200
2013-04-01,65.660004,65.940002,64.860001,65.099998,59.470669,1443700
2013-04-02,65.500000,66.110001,65.180000,65.379997,59.726456,1705900
2013-04-03,65.279999,65.379997,64.419998,64.589996,59.004765,1333800
2013-04-04,64.669998,64.860001,64.139999,64.709999,59.114403,906300
