"date","acn_volume","adbe_volume","amd_volume","crm_volume","ibm_volume","intc_volume","intu_volume","nflx_volume","sony_volume","txn_volume"
"2015-02-13","1774400","3819300","9627600","5107000","3877417","18037900","2357900","12968900","1552200","5330900"
"2015-02-17","1915900","1986600","8678100","3447200","3027647","19374100","2884800","11170600","2228800","7962600"
"2015-02-18","1508900","1683400","7286100","2534300","4558886","19992900","2404400","10316600","5021600","3276500"
"2015-02-19","1751700","1556100","6573600","2320900","3665602","11017500","2810100","10432100","2576200","2422300"
"2015-02-20","2950600","1626900","10666700","3473800","3507238","20955600","4828500","9422000","2266200","3630300"
"2015-02-23","1579000","1455800","6323500","4671400","2839262","25565500","1831200","9031400","1468400","3053400"
"2015-02-24","1592000","1954300","10916300","5481700","4917874","29607500","1400500","6075300","1686300","4426900"
"2015-02-25","1732900","1256400","6151300","7634000","4188812","24686300","1380700","6854400","983100","3921100"
"2015-02-26","2156800","1546000","8680900","20370800","7437897","25928400","1061000","10852800","1228700","5274000"
"2015-02-27","1686100","3115800","7150200","8289500","4612860","24427300","1298100","11516400","1668400","6494900"
"2015-03-02","1975000","1497700","15638100","8124800","6190123","25406400","997300","10187100","1209700","4572500"
"2015-03-03","2888300","1616300","8644000","4945600","3383182","27332000","1310800","7426300","1238200","6088200"
"2015-03-04","2728800","2393600","12122100","9121300","3800746","23005800","1142900","17453800","1003900","4473900"
"2015-03-05","3019600","1850100","11472300","3925200","3966118","21225800","1121600","11244800","1216800","3685800"
"2015-03-06","3735000","2537100","16785200","3861800","4749049","32373100","1641700","12888400","1421800","4476900"
"2015-03-09","1464200","2010900","12405900","4567800","5432819","33058800","1215800","18970700","1011200","4034000"
"2015-03-10","3230200","2622000","10312400","3941700","4812646","50278900","1348100","17947300","1540000","5721900"
"2015-03-11","4320400","1692200","11772800","3374100","5972555","49683600","1059000","16363200","1519100","3151500"
"2015-03-12","2164100","1683200","13847200","3809500","4777396","107402400","794000","14654500","1190100","3707900"
"2015-03-13","3617200","2202800","8098100","3248000","6343049","47954700","1736700","10161200","1511000","4805400"
"2015-03-16","2246000","1851400","6132900","4538900","3922082","33074600","1451700","26796000","2378800","5162700"
"2015-03-17","2210900","5719000","7742200","5594700","3464038","29215600","1453400","18428200","1860100","3261200"
"2015-03-18","2664900","10509400","11385200","5576600","6002785","39834100","1437700","14634900","2444300","6239000"
"2015-03-19","2658500","3519200","8819400","3883100","4057016","27414200","1195000","11449900","1054600","3411400"
"2015-03-20","3558200","3577600","10764800","8649500","9420694","64777100","3435400","13641600","1455200","9150800"
"2015-03-23","1916200","1754100","7450200","3659000","6202885","29694000","1166500","7664300","1253400","3807300"
"2015-03-24","2948600","2782800","8724500","3216100","4546021","28471400","1476200","16888900","943800","3665700"
"2015-03-25","3607100","3444700","26985300","4030100","5678629","37691000","1437300","21652400","2656900","11204000"
"2015-03-26","7157000","2965300","28286300","2971600","4598216","45450100","788300","16039100","1129900","6830800"
"2015-03-27","4352000","2085200","16844100","2106400","3637883","73857200","1023100","15852200","839300","5144300"
"2015-03-30","3333100","1880700","8557500","2741200","4328348","51391500","876100","13272700","1368800","5336100"
"2015-03-31","2708600","2556000","7025000","4031700","4451148","32098500","1871600","14248500","1751300","4905300"
"2015-04-01","2736100","3976000","11240500","3713000","3871037","31532100","1304100","14639800","1918600","5322900"
"2015-04-02","2145700","2158400","7047600","2021600","4886494","20909600","1080600","9864400","1661400","3545900"
"2015-04-06","2563700","2556500","8178500","6375400","3625122","21490900","1332300","10730300","2452800","3120500"
"2015-04-07","4232700","2601300","5738100","3817100","3292808","23258300","1231700","9977100","1581700","3259600"
"2015-04-08","2651600","1938500","4349000","2566700","2640418","18250300","1305800","22327900","1370300","4142200"
"2015-04-09","1952200","1556200","7127600","2577500","2367621","34167600","806300","13455400","1658100","4362200"
"2015-04-10","2158000","1801200","6184800","1953000","2631422","28084900","1666400","22367100","2192900","3410800"
"2015-04-13","2443900","1230000","8391500","2131000","4046869","23489000","1223000","44436700","1395200","3004400"
"2015-04-14","2087000","1924800","13364100","1938000","2844388","39754000","1823400","28641900","2717100","3875100"
"2015-04-15","2093900","1355500","15281400","2140200","3659745","61083500","955500","42528500","4385700","6654600"
"2015-04-16","1934800","2069800","28617300","2269300","3281197","28903200","1465000","104500900","2524300","4058800"
"2015-04-17","2647800","3856500","53185300","3794200","4512862","30593600","1550800","58306500","3535300","5231200"
"2015-04-20","3294400","1688300","29164300","1945200","10051223","20649300","1182600","30766400","1042700","3220400"
"2015-04-21","1949800","1894600","31279400","2223700","10129046","19023800","1061700","15925700","1867500","2853700"
"2015-04-22","1896200","1523800","27634900","2051400","4209941","21144200","2701100","12089700","3774300","4473500"
"2015-04-23","2165500","1714100","15130400","3518400","8614438","23775300","1526900","12687500","4146600","22987500"
"2015-04-24","2249800","1831100","15001200","1910900","4067266","22759900","949300","11045300","3291100","10533600"
"2015-04-27","2155500","1653200","13486900","2643200","3314356","25869600","958900","15246700","1472600","8397300"
"2015-04-28","1976300","1698200","11448700","2832800","6084268","29572800","885800","8826300","957100","6729300"
"2015-04-29","1701900","2423900","11870200","28245800","4726246","21819000","1076800","9534700","1089200","5276300"
"2015-04-30","1804800","2109200","11465300","17492100","5295793","22013300","1267800","10565100","1271100","6756900"
"2015-05-01","1851300","1745400","11662800","9210800","3464457","27091200","1003600","8906100","1366400","5726700"
"2015-05-04","1990600","1655600","9670100","5058500","4213288","21397300","868000","7967400","1223000","4060500"
"2015-05-05","1769000","2052200","12371600","20008500","3758906","29779200","944400","27116600","1653600","7970100"
"2015-05-06","2386600","1997300","18492100","11122100","3778780","31985400","903000","11504500","1977500","7737300"
"2015-05-07","2466600","2009500","15015600","4377700","2585712","21475300","820800","10220700","998600","5846600"
"2015-05-08","2411700","1585600","9758800","6156400","3234860","26926500","1440600","13828500","958500","4814600"
"2015-05-11","2837700","2139400","10046900","4048500","2783406","18358600","647400","23882600","890300","4204100"
"2015-05-12","2065100","2082600","10017500","3575500","3098670","24530200","732100","11907000","2997000","4315500"
"2015-05-13","1784400","1830500","7575900","4209700","2570545","20470800","581800","11155900","3731100","4332600"
"2015-05-14","1504600","3068100","8865100","3199500","2551299","21098900","1134700","8898400","2221000","4109300"
"2015-05-15","2578500","2676200","8054800","3649300","3050764","17149700","1322500","37053100","1598700","4165300"
"2015-05-18","2110900","1436000","4732800","2856700","2061248","23689500","1098800","14812000","646900","3861300"
"2015-05-19","1672000","2065600","9588400","5104100","2639058","21867100","1393500","19101600","1594000","4848500"
"2015-05-20","1441100","2639000","6947700","9728300","2406114","21359800","1158000","12756800","940500","4179300"
"2015-05-21","1677800","2761200","7127700","12316000","2401198","21269800","2266500","12767300","982000","4260800"
"2015-05-22","2083000","1824800","12845400","11304800","2980786","20845000","3721900","7466200","1055400","5419700"
"2015-05-26","2397400","2080800","10007800","6547800","4031493","28594500","2369000","9646000","1240900","5312000"
"2015-05-27","1513600","1671800","17511000","3927000","2891562","30172700","1183000","10506300","1011300","7278200"
"2015-05-28","1202700","1248400","12354600","5066300","1811044","27065700","1051200","7821800","1727500","6851200"
"2015-05-29","1713800","3288000","7750500","4838100","4280232","43545500","2310700","12712000","734900","5928700"
"2015-06-01","1422100","2288400","6803700","3191400","3122833","46734500","1805300","9926000","1367100","4576000"
"2015-06-02","1152300","1533100","7106000","2623000","2689684","36351100","1147600","7529200","1712300","4630100"
"2015-06-03","1322900","1972000","8062300","2649500","2229026","38138700","960500","6237700","1321700","3659000"
"2015-06-04","1535100","1659300","11575800","2767500","3220948","33761800","1063600","10074400","1221900","6640700"
"2015-06-05","1753900","1325500","7349700","3187600","3243123","27778500","1173600","11624200","1389900","3650400"
"2015-06-08","1449700","1621300","6212900","3830600","3931600","38171600","885300","11148900","1286900","4795400"
"2015-06-09","1284800","2100900","12282700","3236500","3552111","33976700","1304100","22024800","1550100","4414300"
"2015-06-10","2131100","1776000","8161200","2476600","4895803","33336800","1736700","57121400","864100","6930600"
"2015-06-11","1857600","1918300","7671000","2371700","3623344","24293600","2473200","26623100","746000","4711200"
"2015-06-12","2034700","1794900","4557600","2288100","3206095","31629800","1338600","10278800","621300","4174100"
"2015-06-15","1961500","2459700","8627800","2844600","4441002","23175000","1771000","19054000","1010400","4895300"
"2015-06-16","1675300","3579400","9795000","3434200","3399291","20254500","1324500","16043300","748200","2702200"
"2015-06-17","1839900","6464200","27497900","7291600","2994698","28194200","884900","9905000","1066600","3465700"
"2015-06-18","2003400","3858600","25400200","4230300","3484121","27722400","1533800","8962800","563900","5911000"
"2015-06-19","2353900","3155600","25551700","5372600","7399404","39008400","1427600","19814900","721000","9948600"
"2015-06-22","3081900","5830000","19410100","3112700","2443247","23608400","1262800","16732800","787400","9503400"
"2015-06-23","2513300","4944400","17919600","3142400","3871874","17995900","1211100","15626100","712800","5055800"
"2015-06-24","2533000","4311200","17516700","2763300","3711313","23313900","1460800","77138600","734500","4203500"
"2015-06-25","5103200","3052900","18360200","1958200","2519709","22743300","1406500","41623400","1122200","3759600"
"2015-06-26","4990400","5914700","97054200","4089800","9357516","62157200","2310800","30314900","936700","7860300"
"2015-06-29","3025000","4060300","22971500","2698200","3467176","35194500","1491000","24575600","1250900","6566400"
"2015-06-30","2572500","4086400","19381300","3559900","3762776","34412200","1722500","16880500","2841600","5260600"
"2015-07-01","2259500","2944300","19375000","3060700","3362367","27178900","1340500","14699300","1106900","9820200"
"2015-07-02","2456700","2200900","31185900","1562300","2983924","27105200","778200","11053000","761400","3642400"
"2015-07-06","1817900","2590900","20349400","3586700","3221471","32468100","1908500","11808300","695000","4251200"
"2015-07-07","3089500","2781900","46418700","4937200","3713195","43833700","2670200","21573300","1178300","8205800"
"2015-07-08","2623300","4157600","15302900","2988500","2904010","45223800","3095300","12990600","1531100","11806400"
"2015-07-09","2734900","3067900","23378200","3297500","4392886","47167800","1346800","16731400","2573300","22612200"
"2015-07-10","2536200","3025100","17520800","2252200","4747062","31423800","862600","21636300","4510400","8448900"
"2015-07-13","3488900","4597200","9080900","2446400","4423534","26452400","1334700","33205200","6232100","4937600"
"2015-07-14","2394900","4428100","15812300","2024100","3164464","39778300","676700","19736500","1555200","6500100"
"2015-07-15","1858600","3214900","13517800","1722300","2089908","47852500","870700","30898600","1260000","5461600"
"2015-07-16","1858500","2058100","20653300","2774900","3692275","81166700","1003700","63461000","1412900","7401200"
"2015-07-17","1544700","2402700","28127100","3005700","4556794","43697600","1475100","25136900","1064300","7021300"
"2015-07-20","1579000","1995800","12142400","2175900","7717179","33812900","994900","22676900","1392300","8876900"
"2015-07-21","1534400","3916400","15034500","3620500","14384906","45191000","996400","14085400","3538200","10632900"
"2015-07-22","2775300","2601200","16043400","3296400","7512163","36387200","812200","10500500","996900","15381500"
"2015-07-23","2308100","2579500","10641900","3231600","5265773","33775200","792900","8306800","1516900","13271800"
"2015-07-24","2114800","3575300","16478400","3480300","3951997","31621000","834200","8125100","2232700","10960300"
"2015-07-27","1871100","2762700","11916500","3478400","3876685","42161100","1166400","11302600","2822600","9394200"
"2015-07-28","1708400","2681000","14614600","3435200","2846166","33182400","1288100","11155900","994800","7636600"
"2015-07-29","2071700","2178000","25582200","2158700","3533806","26470200","991100","6695600","985200","6855300"
"2015-07-30","1447200","2072700","15837400","2362800","2086456","26582400","593800","14229200","2118400","5629400"
"2015-07-31","2402100","2893400","7733700","2144600","3744889","27158800","904100","16349100","1106800","7466900"
"2015-08-03","2177600","2074000","26218200","2581400","4828022","26213600","987900","10144800","1447500","5325800"
"2015-08-04","2141300","1375400","14328400","2089300","5502588","25741700","777400","29653300","1361600","5746600"
"2015-08-05","2569900","1773000","13236000","2108900","3632549","23622700","700800","26946500","1342100","7238800"
"2015-08-06","1643800","2272300","9475000","2195400","3143021","27958200","1176100","24716700","1151300","6055900"
"2015-08-07","1760600","1989700","7680800","2226200","3969465","25606100","1604400","17360700","624200","5324400"
"2015-08-10","1763800","1999600","29926200","1814000","4825616","22807400","1400200","13424600","673700","10496600"
"2015-08-11","1940000","3103200","7479200","2406200","3312787","23758900","1327900","11596800","1059800","8013000"
"2015-08-12","2357100","2218500","8521200","3135100","3724074","33589100","963800","13822500","1082200","7268100"
"2015-08-13","2358200","1963400","7839700","2302900","2649936","18821900","767000","15284400","742800","4007500"
"2015-08-14","2055600","2610200","6183400","3246900","3374814","14302700","768300","8667700","381200","4536700"
"2015-08-17","1874600","1788300","9062400","3073000","2353082","15548300","871200","9233800","502500","3364000"
"2015-08-18","1952300","1468300","9751900","4126500","2111142","19182600","832500","9382000","448200","6978500"
"2015-08-19","2082100","2460800","7441200","4774900","4399894","30530100","1864300","10115300","1022800","6906300"
"2015-08-20","3459900","3108800","13745700","8168000","4196029","31936600","1510600","28045300","1425200","10206500"
"2015-08-21","3360600","6807400","12529500","13138700","7700757","52288400","8703000","33228300","1531300","12109500"
"2015-08-24","5216500","6938500","17217400","9650000","10658426","83234200","6761400","59951900","2291000","15487000"
"2015-08-25","4313200","7465400","12097700","7104000","7398567","59371900","4786900","37620700","1651800","14458300"
"2015-08-26","3998900","4243600","10715300","8044100","6508003","47386700","5663800","36164600","2491000","19075800"
"2015-08-27","3993100","5197200","11839300","4918100","5205524","38649400","4322200","37056100","1866700","9822000"
"2015-08-28","3221800","3316400","10924600","4191100","4263810","43452400","3537000","20240200","1321600","8242700"
"2015-08-31","2725400","2313100","6516000","3891900","4281383","42401800","3343900","17005600","1275500","10145900"
"2015-09-01","3869300","3206400","8470700","4373900","5514512","44144000","3803500","35977100","1410100","13136100"
"2015-09-02","2539300","3533800","6306100","3465400","4447592","34618800","2687700","39843300","876400","6012600"
"2015-09-03","2815400","3480100","7154200","2937100","3769261","38665900","3230200","29546700","1714100","5289100"
"2015-09-04","3421400","2326500","6725300","3146000","4394351","29116500","3192000","24212000","1040900","6603400"
"2015-09-08","2508200","2670600","6009500","4098400","4114232","27805000","2377000","43479700","1618500","7993000"
"2015-09-09","2099700","2460300","12612300","3652800","3564559","30774100","3002900","35524400","1786200","8250100"
"2015-09-10","3342100","3541000","4290400","2861200","3620938","25195800","4118100","21031900","1560000","8543100"
"2015-09-11","1982700","2913700","31010300","3442000","3258395","21786900","2615900","17373900","1408600","6567300"
"2015-09-14","2002500","2545900","16458500","3436000","3375128","24065100","1517900","15546000","709800","4750800"
"2015-09-15","2090800","3436300","6524400","4276400","2842087","29819000","1791200","22591100","1082800","7104300"
"2015-09-16","1741900","2509800","4928300","3330300","2927963","25957800","1609200","28058200","1127000","4624500"
"2015-09-17","2397500","4892900","5831600","4205900","4187138","29805200","6863300","25817700","1484900","5693500"
"2015-09-18","3629600","16424000","11814000","6039500","8342687","60693400","5609300","21715000","1247600","17206500"
"2015-09-21","2345900","4919700","5377800","2914000","4000950","24417100","3351900","17900600","735100","6105200"
"2015-09-22","2920500","6336500","9975200","3460100","3728049","28576200","3121500","16717900","1215200","6161600"
"2015-09-23","2816500","4007700","9649200","2688800","2797213","25984000","2251100","10264500","1825400","4335300"
"2015-09-24","4054600","4463700","11247700","3056000","3431194","32754700","2898400","21274500","2705000","8535000"
"2015-09-25","3413400","3736900","5644600","4829900","3634222","29192300","2328200","19066600","1504100","8924200"
"2015-09-28","3025500","3435700","5693100","5638500","4515896","42291000","2301400","17026600","3395700","10728200"
"2015-09-29","3371600","3126300","7005300","4660200","4982621","34169600","1724800","17405900","1673500","7413600"
"2015-09-30","3704100","3653800","5739500","4080100","4127725","41051700","2469800","17027600","1074000","9120400"
"2015-10-01","3222700","3407800","5531700","8106900","4059421","29832800","2583900","17426900","1582000","10007400"
"2015-10-02","2610200","3402600","7146100","4838600","3194902","27901500","1778400","21526700","2212600","8229700"
"2015-10-05","2228200","4204800","7595600","4169700","5367863","34842500","1525800","21157900","1831300","6812500"
"2015-10-06","2460800","3662900","8558400","2519400","3156933","34899800","1714300","20629800","929900","5737000"
"2015-10-07","1954200","14474800","7859200","3044400","3117917","36930100","1647000","12329500","593300","7065300"
"2015-10-08","3450100","4596000","9198700","3804700","5014942","27794600","1373500","42831900","1677200","6431500"
"2015-10-09","3835700","3774300","8629100","3113600","3693531","24209900","1334200","22455200","654600","5720100"
"2015-10-12","2356700","2706600","7686600","2594500","3376070","18795000","1553800","12624500","746900","4075300"
"2015-10-13","2585600","1992800","6698400","5578600","4095822","35588600","1770600","17512100","384200","7162000"
"2015-10-14","2421100","2391200","10184300","3447200","3507238","75954800","1926300","33231500","477700","10558500"
"2015-10-15","2737800","4381900","27327100","3295300","3636105","37634800","2137300","48484300","776700","7153400"
"2015-10-16","2190500","5332100","21544900","3613400","3643950","29371300","1919900","21340500","770400","5685300"
"2015-10-19","2021700","3353900","10670800","4346900","8320616","37624000","1079900","29964700","796400","5701700"
"2015-10-20","2817900","2694200","5584200","2006700","16762778","24416100","1014000","17345600","563600","5666900"
"2015-10-21","1964500","2883000","14944100","3134700","7312168","31928800","1489300","13728500","1438500","8132900"
"2015-10-22","2483400","3547100","8208400","3280100","5840027","39572600","1500100","12786800","1493700","21234200"
"2015-10-23","2972600","6744100","9564200","3971400","5617438","42796600","1240700","18019900","1624500","14490000"
"2015-10-26","1479900","2375700","6313500","2740300","3649912","22646900","1440800","12234800","1271700","7634500"
"2015-10-27","1792300","2593600","5755600","1683800","15698891","22630100","1093400","12066400","776400","8420500"
"2015-10-28","2910400","3206700","6950600","3266800","8902924","21908400","1846300","13094000","951800","14464600"
"2015-10-29","2484300","1623400","4500400","1822100","3881078","21325200","1431000","9841400","1884900","10108900"
"2015-10-30","2529200","2131600","4897100","3371600","4167264","24693900","1233500","15571500","718600","7503400"
"2015-11-02","2484600","2904700","5858700","3110000","3998021","21743100","1512300","11784600","714100","5492600"
"2015-11-03","2443200","2102200","8705800","2398500","4549472","18167000","1455100","12484100","680400","4268400"
"2015-11-04","2625600","1873700","8205300","2585800","3678677","20762100","1347200","17505000","886700","5096000"
"2015-11-05","1841800","1835600","4302200","2601900","5331357","16486100","1348900","13814900","536700","5768400"
"2015-11-06","2204900","2004200","8997100","2835100","4963165","23701700","960900","10936600","904500","6387000"
"2015-11-09","2174100","1705200","6231200","3088300","8447078","24168700","1119400","16154600","661800","4478200"
"2015-11-10","1580900","1943600","6162200","2610500","4728757","22451700","944100","11166400","481500","5058700"
"2015-11-11","1808400","2361500","3532100","2385700","3310381","19864700","1314200","11039200","568200","6291800"
"2015-11-12","1830700","2458800","3576800","3159800","4917664","23265400","849800","17568200","528800","4894800"
"2015-11-13","2039300","1831400","5920200","3922600","4826035","23673200","1540100","18819400","771500","5741700"
"2015-11-16","4147900","2198500","4149700","4053200","4383577","29899700","1599200","19866200","632200","5995100"
"2015-11-17","2898700","1736500","5825100","4567600","2944595","22636400","1848500","33016300","1471000","4265800"
"2015-11-18","2438900","1453600","9384700","6442500","4340063","18619800","3705300","23353600","935100","4029700"
"2015-11-19","2527800","2414400","4704300","11602800","4972266","45381600","3985900","19253200","567400","4076200"
"2015-11-20","3405400","2134500","10727100","5336300","5414514","41137700","6622300","17977000","520100","4252500"
"2015-11-23","2238800","1570400","4863200","3593700","5374243","20152900","2915900","15727000","645500","4296800"
"2015-11-24","2547400","2046200","15859700","3420300","3564454","21413500","3368000","18335300","673700","4655300"
"2015-11-25","1789000","1117800","6914800","2487300","3387157","17939400","1928500","10980700","626200","3152600"
"2015-11-27","995700","633000","2606600","2221700","1480927","6620900","1109400","6645500","212100","1509500"
"2015-11-30","2868800","2380200","9924400","4449700","4754698","21785800","4655000","13894000","882400","5866600"
"2015-12-01","2433700","1545100","5646400","3767400","4388075","23560200","2322400","12550800","603100","5016900"
"2015-12-02","1780300","1904500","7501700","3379800","3896768","18688200","1721800","24105700","2038500","5151500"
"2015-12-03","2587500","2424500","7059900","4769100","6181442","30131100","2878800","26647300","1750700","9691600"
"2015-12-04","1970100","2980800","4572600","4341700","4781894","24901000","2232400","20250400","1432100","6414200"
"2015-12-07","1618700","3958700","8479600","2962500","3430252","17731900","1721700","23351600","478700","3934500"
"2015-12-08","2293500","3372900","9055500","2105700","4084839","13380200","1453200","18591100","1280100","3670100"
"2015-12-09","1994700","3333600","8710000","3181000","4827290","22548300","1571200","17788800","1375500","4562000"
"2015-12-10","2313200","4751900","13069400","2032800","4416526","17400700","1760300","13474100","936500","4317800"
"2015-12-11","3066800","8315000","11890000","4490700","5579155","21251400","2269800","16105300","1308200","5251300"
"2015-12-14","3071800","3784100","7625700","3946700","5380415","19357100","2340300","18679300","1906100","5082300"
"2015-12-15","2859500","4099800","7423900","3393500","4433471","24365900","1747100","11760000","1973400","7602400"
"2015-12-16","3146800","2613900","19543600","3749400","4545393","23257900","1326300","13181000","2199300","5920900"
"2015-12-17","7181300","3069700","11374100","2654300","4277617","24963600","1596600","17284900","981400","6944300"
"2015-12-18","5473700","5314200","17988100","6721400","10487301","41336600","4537700","17948100","1159500","12025700"
"2015-12-21","2176200","2663600","6876600","3011600","5875905","18006800","1322400","11670000","1472100","4305600"
"2015-12-22","1815100","1873600","24893200","2100400","4459935","18422000","1060200","9689000","989500","4412800"
"2015-12-23","1491800","1526500","30365300","2652800","5402485","12526500","761800","9324300","1130200","5786200"
"2015-12-24","686200","598200","11890900","1084700","1563979","5893800","327200","3531300","467400","1681200"
"2015-12-28","1400900","1027000","16050500","2327400","3287996","9449400","693000","8424300","590100","2930100"
"2015-12-29","1563100","1124900","15300900","2230200","4125110","14188600","864000","8159200","657600","2753100"
"2015-12-30","2047300","1153600","10046600","1814700","3126912","11566800","660900","8149700","344900","3010200"
"2015-12-31","1987700","1454000","11086100","2463000","3621357","14736700","1189500","9273000","688900","6450100"
"2016-01-04","2817000","2993800","32516800","4919200","5469952","27882200","2809000","20794800","2482200","7915400"
"2016-01-05","2409000","1821300","12972300","2656800","4105341","16709500","1859400","17664600","3482600","6131900"
"2016-01-06","3134200","1674000","23759400","3484400","4509201","25491300","2433200","33045700","5280900","8520800"
"2016-01-07","3194700","2717800","22203500","6972200","7348987","37680500","2477700","33636700","2109400","10526700"
"2016-01-08","2330200","2263400","31822400","3673800","4981784","29953800","2004700","18067100","1869600","9620000"
"2016-01-11","2734400","2362200","19629300","3685100","5203222","27732400","1889900","21920400","2392400","7000500"
"2016-01-12","2811000","2370500","17986100","4108100","5312320","28587700","1300800","15133500","2060500","5075800"
"2016-01-13","3160200","3409100","12749700","4727500","4916305","34445700","1907700","24921600","2372000","6882200"
"2016-01-14","4285500","4087500","15666600","4738200","5972242","48728200","2545900","23664800","3010700","10440500"
"2016-01-15","5184300","3937500","21199300","9572100","9422891","76373900","2774800","19775100","1662000","15871600"
"2016-01-19","3477500","3680600","18978900","7353700","10438662","28878100","2468100","35722800","2170200","9048800"
"2016-01-20","5245000","3667200","29243600","8083600","16901059","39598200","2904400","53009400","2711600","13430800"
"2016-01-21","4499300","4298700","26387900","4635600","9258774","30157400","1461700","31027500","1303000","10093900"
"2016-01-22","3609700","5390100","16245500","3751800","9663366","25326500","1076500","26821800","1689200","6335600"
"2016-01-25","2962100","3945000","13080900","2765100","5696516","26441000","1310200","20321100","1177500","7651300"
"2016-01-26","2925500","2745700","11097400","2931200","4830219","24754900","1139700","22083900","1078300","7710200"
"2016-01-27","3044300","3070600","10833200","5487300","5257614","26384100","944100","25556200","739900","9791200"
"2016-01-28","3378800","5315500","7118400","8734000","4123855","22028100","1141600","24562300","2452800","10033300"
"2016-01-29","4878500","4679500","11998100","5612300","8627513","38311400","2120500","20463900","5517000","10469100"
"2016-02-01","3693100","2893100","8816100","4396400","3739345","19015100","1325700","19684500","1908700","6336700"
"2016-02-02","2992900","3070900","11224100","7636900","3438516","24994300","2436000","21906500","2829000","9460500"
"2016-02-03","4535300","3185700","9978600","7994500","6509781","44660100","1864200","27466000","1575300","11309400"
"2016-02-04","3875400","3417400","8284800","7220400","5508759","29257800","1653000","19108600","980700","9795800"
"2016-02-05","3894500","10644200","7914400","19063800","7507874","27957500","2911100","25929300","1225500","7929800"
"2016-02-08","6681700","12910000","11589000","18025400","7702744","28725900","2744500","25035600","1545200","15765600"
"2016-02-09","6679500","6697400","14991500","16477700","6231231","22902600","1922800","25892900","3052300","7321700"
"2016-02-10","4649100","6465300","9466100","9859700","6766679","27267800","1897700","23146500","963800","7329600"
"2016-02-11","4202800","4984700","7858300","7779000","7643750","28450200","1991700","21820300","1243500","6121400"
"2016-02-12","3122500","4368700","9957300","5081600","5163579","19699000","2177700","19067700","1160900","8060600"
"2016-02-16","3808300","4736400","11853400","5726200","4248224","30705200","2240200","16356600","1274300","6567400"
"2016-02-17","3741700","4474200","13770200","9836700","5042766","27691700","1726100","18323800","1084600","6244700"
"2016-02-18","2740200","3560300","10823400","6724000","10409374","20623300","1768500","17695300","603500","6004200"
"2016-02-19","3229400","3928900","7784100","4905600","5361064","42056700","1901300","14259200","749700","6300700"
"2016-02-22","2126300","3615500","9895500","7453300","4662440","23893100","1620700","16321800","547700","4350900"
"2016-02-23","2359100","2958400","6710600","5280400","3597926","26638200","1859300","12744400","1149700","3888500"
"2016-02-24","2567800","2667300","6906200","11909400","4312240","21593600","2177200","15972800","670700","5341500"
"2016-02-25","2794500","3284000","5614400","18246100","4558782","17571400","2335500","17898800","1050900","3917500"
"2016-02-26","2109900","3723200","7911500","8364200","4587965","19902200","3809500","16975200","2366400","3533100"
"2016-02-29","2389500","3156400","11400300","7688100","4631688","22903100","2671300","13663100","1138500","4450400"
"2016-03-01","2125500","3603900","9011200","5146600","3962771","25502600","2194700","17048800","1072800","4958800"
"2016-03-02","2436000","2863500","10845700","4927600","5457191","23779800","1607900","19102800","1638200","4163600"
"2016-03-03","2036200","3082100","22092400","3241800","5393594","25625200","1851500","15320900","5248300","4045900"
"2016-03-04","1581900","3002500","15449000","4353000","4150946","20356800","1904500","23414600","1671000","4248100"
"2016-03-07","1835600","3121300","8754300","4624900","5408866","18858200","1996800","23855200","2042500","3747600"
"2016-03-08","2330600","3245700","10026900","4083700","5835739","19104900","2051400","14797000","1477800","4480600"
"2016-03-09","2296300","2491500","13082400","4255600","4609199","14707800","1548800","12298700","1527600","3641700"
"2016-03-10","2406900","2969700","9603500","4977700","4205548","29584800","1677900","17002100","2391400","4838400"
"2016-03-11","2952700","3330400","21382400","3426800","4625307","22811200","1544200","15114300","1414400","5031600"
"2016-03-14","2757900","3754500","33848000","3864100","4235045","17438600","1181400","11251900","799100","3477200"
"2016-03-15","2391000","2909600","21573600","3205300","3878045","16927700","1012300","9691800","660200","3407500"
"2016-03-16","2332800","3383000","13015700","2985800","4416107","26298400","1221900","12630500","1382800","3449900"
"2016-03-17","2876700","6914600","29000800","3379700","6089394","22865300","1384700","13825000","2838900","4530500"
"2016-03-18","8616800","12530100","26330500","5995900","12645826","49934200","3012400","15453500","1062700","7924900"
"2016-03-21","3472200","4657300","13464900","2852100","3892794","21760900","968800","9578500","957400","3085500"
"2016-03-22","2136200","4475800","10315800","3348100","4269667","22200400","1165400","9069900","819600","3514900"
"2016-03-23","3193300","2767600","10167100","2945900","4983353","18765300","1630600","8313500","816800","3220900"
"2016-03-24","6472700","3266800","10040200","2698800","5276547","14211900","1331800","10671100","860400","2279600"
"2016-03-28","4214700","2283000","7683700","2688100","3415295","11433000","997800","12432200","819700","2240400"
"2016-03-29","4033800","4248600","13616200","4606100","3282871","15313200","938000","16008900","1163800","4013800"
"2016-03-30","3182300","6797200","14945900","5181100","3484435","16598000","969700","14705000","957600","5026700"
"2016-03-31","2740600","6561400","9071500","4226900","7092508","17880000","2232400","9747500","459900","5410400"
"2016-04-01","2019200","3981300","8257700","4550600","4106073","18049700","844900","14182400","1242800","4542600"
"2016-04-04","2231900","2398300","5591100","2978100","4112035","21581600","894100","10940400","2136300","3423700"
"2016-04-05","2069700","2472600","9640200","2365400","3490502","20080000","956600","10060900","4076900","4455900"
