"date","acn_volume","adbe_volume","amd_volume","crm_volume","ibm_volume","intc_volume","intu_volume","nflx_volume","sony_volume","txn_volume"
"2017-09-01","1528300","1321300","53158600","3679600","3505878","12822000","1074900","3813000","394900","2665200"
"2017-09-05","2442400","1274000","51445500","4069500","3239985","18772000","1370200","4589500","554900","3691900"
"2017-09-06","1549900","1224400","34182400","4105200","3423872","28076400","1185600","8742600","275300","3682700"
"2017-09-07","2094800","1445400","35816900","4917300","4380857","16297100","1525700","6036100","371500","3599900"
"2017-09-08","2178800","1449900","60886200","3316400","3521045","14125000","953200","4590800","579300","2505600"
"2017-09-11","1667200","1716000","43346100","4471500","4825616","20037600","1096400","5979400","1330100","3916800"
"2017-09-12","1658800","1766400","54413100","4743200","5479053","19489900","1787900","6689600","499200","4596300"
"2017-09-13","3078600","1363900","37210700","5610300","4289646","15509800","1231600","4320300","328900","2626800"
"2017-09-14","3290500","1676400","37220200","5054600","3929717","18093900","1264800","4510700","1145000","3503300"
"2017-09-15","3713500","3012800","50337400","6081700","7737471","33596100","1423500","5591700","558200","10333200"
"2017-09-18","2496500","2581000","83517400","5990700","3158397","19393800","1408400","5359600","698900","5593600"
"2017-09-19","2379600","4014800","65455200","3521000","3623762","23850500","1740600","4982100","1646100","4036800"
"2017-09-20","1997700","9372300","102682400","3362600","5698085","23957500","1249700","4625000","689500","4922800"
"2017-09-21","2007000","4991800","166821900","2896100","2673158","22954200","1162900","7148100","551500","4863900"
"2017-09-22","1918500","2929200","50547000","2254400","2920746","21631800","1311000","5464300","731800","6440900"
"2017-09-25","2463200","4869500","84172200","5821100","5452903","23180800","1324800","9367200","1378300","5625600"
"2017-09-26","2911500","3280000","68302000","4558200","4695076","29790400","1166300","5602500","954600","3121200"
"2017-09-27","3885500","2947600","59947200","2945100","3663824","25981400","1567300","5710500","848300","3806900"
"2017-09-28","4246400","1667000","35812300","3017600","2902441","21171400","1935400","4077000","580100","5332700"
"2017-09-29","3312000","2181300","33926900","4629700","2776816","23217300","2566400","4227900","608500","3283500"
"2017-10-02","2667500","2341700","34461100","2755900","3109967","37394500","1583900","7342000","628100","3280600"
"2017-10-03","2534900","1808200","85174000","4996800","2408624","34002200","1244900","3956900","658400","2374800"
"2017-10-04","2193000","2885600","42303200","3128300","2347642","28368800","1612200","9235900","405100","3933300"
"2017-10-05","1666100","2413800","34758600","3956300","2810079","17710300","1068900","19412700","984800","3241800"
"2017-10-06","1275700","2282800","28258700","4402900","2743867","18887500","992700","15348400","749700","2335000"
"2017-10-09","1012100","1460900","54032500","2031300","2806000","18494100","786900","6971700","400300","1749800"
"2017-10-10","1804100","2817600","43304000","2028900","4218100","29890000","778200","6233800","488400","2810500"
"2017-10-11","2648200","2791000","38746600","2640800","3872501","30754700","1217000","6450200","585800","3161900"
"2017-10-12","2872200","2430000","69874100","3118600","3414458","18286900","1094500","7753300","871400","3537900"
"2017-10-13","1687200","2515600","37515800","2496000","2621904","16829400","1029700","12081300","579300","2674800"
"2017-10-16","1453100","3833200","34136800","2544300","3192497","12489100","743100","22105400","641100","3111900"
"2017-10-17","1446700","3547800","28995600","2528300","6665530","15532800","1143900","23900100","561900","3248500"
"2017-10-18","1584800","4290900","39020300","2876700","31892749","21424600","888100","11198900","697000","3532400"
"2017-10-19","1351700","13522600","33795700","2534100","10370253","19222700","873600","7034600","784200","4164600"
"2017-10-20","1368900","6019400","32538900","4588800","8230765","18335700","1175300","5995600","557100","5272400"
"2017-10-23","1518200","3220300","49838000","4024900","6045252","28647000","810300","6980000","366100","7292200"
"2017-10-24","1215000","2658600","84891600","3651400","8571656","19652400","1144700","7069100","322900","8061100"
"2017-10-25","2354700","2785700","166762100","4687200","7239471","24031700","1460600","5315300","515900","6967100"
"2017-10-26","1965500","2581200","87625400","3863300","4498323","38247400","1124800","5185800","817400","5556900"
"2017-10-27","2367600","2806400","115650400","4030400","5120379","90028300","1173100","8128600","559200","5725300"
"2017-10-30","2145000","2124200","137785100","2374600","4404078","48161500","953900","5439600","2200300","4922400"
"2017-10-31","2255300","2656500","78600000","5111800","4527402","47000900","858900","5518600","6813800","3770600"
"2017-11-01","2060100","2002900","66875500","3760800","3389249","47813700","892400","5017400","2289500","3873800"
"2017-11-02","1585200","3262300","47942500","3212600","3553890","44602300","925500","3606300","1682000","3292200"
"2017-11-03","1336000","2244700","44264300","3265500","4635663","39298100","962400","3678800","1362900","3346700"
"2017-11-06","1488700","2021900","96349800","7046800","4705326","34035000","671100","5846600","1022900","4391700"
"2017-11-07","1284400","2544200","67900200","5277100","3871351","24461400","662900","6468000","782600","4314600"
"2017-11-08","1208300","1791800","59065000","6674500","4847582","21565800","734300","4237400","1324300","3265600"
"2017-11-09","1288500","2704600","76821200","5128600","4996219","25570400","954700","5979900","1399500","4239800"
"2017-11-10","922500","2082600","50209900","4675700","4505436","24095400","712000","6622200","715300","3416700"
"2017-11-13","1456200","1496100","54068300","4609500","5342445","18999000","1091400","4607000","972900","2284000"
"2017-11-14","1811900","1549700","37245000","4366800","3930868","22201200","946500","3450500","917900","3252600"
"2017-11-15","1792800","1980900","33524700","4148400","4992872","17157200","1659000","4203100","1148400","3355600"
"2017-11-16","2040100","1961200","31800400","3708500","5697039","26439400","1143700","5678400","894000","3564400"
"2017-11-17","2557100","1482100","56775600","4407900","5142659","63798000","1247700","3906300","654700","3788200"
"2017-11-20","1602600","1118100","35960200","5578500","5937619","22420000","1871100","3827500","1092200","2953700"
"2017-11-21","1732000","2036500","31881700","10682700","3928985","21871000","2533400","4787300","752200","3998500"
"2017-11-22","1263700","1546700","23816500","9009600","3361426","19538300","1821500","5895400","558800","2142000"
"2017-11-24","601800","663000","11035800","4000000","1247878","6465800","1055000","2160500","402400","1288300"
"2017-11-27","1352100","1305100","41798300","5144200","3529204","18202100","1609600","3210100","807900","3166300"
"2017-11-28","1925900","1647000","65325700","4794300","4156490","20194100","1359000","6981100","661600","3037400"
"2017-11-29","1973000","4320800","63333800","6851000","5333240","27036900","2266600","14202700","873800","5562200"
"2017-11-30","2837100","3976300","43205000","5201800","6799837","34145300","3417500","6630100","1114300","7591200"
"2017-12-01","1971600","3016200","42128800","4797600","5824023","26656300","1645600","6219500","2192700","5020500"
"2017-12-04","2099800","5931400","97328300","9116000","4878858","28000800","1691400","9069800","992800","5183800"
"2017-12-05","1398900","4698700","67304100","5323800","5301128","30626900","961200","5783700","554900","4898100"
"2017-12-06","1363400","3773000","38952200","4571000","3567592","27710800","946600","5490100","970700","4675500"
"2017-12-07","1526400","2442000","32665600","3900100","3944571","32708400","1606900","4659500","809200","4848200"
"2017-12-08","1736000","2101800","34897000","4171500","3682234","23154700","1637900","4987300","622700","5591400"
"2017-12-11","1983300","2776700","29956400","3357200","4291424","20425900","1378800","5298600","950400","5579200"
"2017-12-12","2317900","3924200","36211000","4683600","6612603","16557400","1021100","4265900","913300","6083100"
"2017-12-13","1596800","4591700","41494800","4067500","5922034","21399500","1426000","4710000","734200","5282100"
"2017-12-14","1612500","4720900","29006800","4464900","4850720","19644900","1044400","7792800","517900","7106700"
"2017-12-15","3498800","9191700","45462300","7261100","11798775","47477000","2382900","7285600","738100","9114800"
"2017-12-18","2277500","3435400","63797700","3931400","5327069","50369300","1382700","5011000","1043000","5927700"
"2017-12-19","2063900","2509500","43852900","3942100","4305754","41421100","1740200","7033000","748200","5235700"
"2017-12-20","3206200","2677300","31420300","3673500","3959842","40935000","1393800","6545400","447900","5529800"
"2017-12-21","4563600","2164100","21884300","2486800","4344979","42963500","1511900","4729800","642000","4709100"
"2017-12-22","1818600","1702600","50744500","3538300","3128168","33913500","679100","3878900","453300","3041300"
"2017-12-26","1514400","918400","20437900","2524600","2593034","15533300","618100","3045700","583900","1473800"
"2017-12-27","1690400","1527800","22921800","2038600","2248168","13359700","547900","4002100","386100","1775600"
"2017-12-28","1124300","1043700","18609400","2719400","2811230","9504400","636300","10107400","541300","1910700"
"2017-12-29","1452100","1810300","26678900","2498800","3480147","17394500","690200","5187600","435500","2813300"
"2018-01-02","3061900","2432800","44146300","4669200","4395815","23370800","1436100","10966900","844200","4236200"
"2018-01-03","2064200","2561200","154066700","3888700","9875914","116479000","1410900","8591400","612500","6918900"
"2018-01-04","1777000","2211400","109503000","4540200","7903785","89209100","1695000","6029600","770600","5460400"
"2018-01-05","1597600","2376500","63808900","3368400","5434807","41824000","1071900","7033200","1356100","5254900"
"2018-01-08","2616900","2088000","63346000","2933600","5478425","33733800","1185800","5580200","618900","4549400"
"2018-01-09","3204700","1804300","62560900","3302300","4541523","44282300","1098300","6125900","1057300","4747800"
"2018-01-10","1624100","1664300","52561200","3113300","4366109","45735000","1095400","5951500","1051300","5737400"
"2018-01-11","1809200","1600100","38354900","3668100","3969047","35371500","813700","7659500","860300","3903700"
"2018-01-12","2048800","4246000","47149300","5749500","5263367","29973600","651800","8199400","1043400","4577800"
"2018-01-16","2858700","4595600","42686600","5790800","8152733","38367200","1385000","13516100","1388400","9251500"
"2018-01-17","2143100","2969500","39020800","4254700","12248660","32368600","903200","9123100","784500","6916700"
"2018-01-18","1715500","2539400","62086200","3842800","14915228","26826500","980800","8225300","570600","7970300"
"2018-01-19","2246700","2343000","46800700","3120900","22146435","25780200","1555400","10548600","522100","6367300"
"2018-01-22","1720000","1701300","34758600","2214700","8870917","27706800","1042600","17703300","800100","7217400"
"2018-01-23","1635800","3981000","46417200","2816800","7809645","22135100","1058800","27705300","2431800","8087100"
"2018-01-24","1951900","3250500","41956400","4975500","5904670","32464200","860600","17352400","1742500","19223900"
"2018-01-25","1327100","2574200","42966600","4715100","3454415","36758700","740000","15336400","1217600","8564800"
"2018-01-26","1950700","2338100","44239000","3927400","3962143","86916100","751700","11021800","1112900","7801600"
"2018-01-29","1314800","1939000","66645400","3181500","3678782","46304000","939800","17529700","3080600","6389300"
"2018-01-30","1700000","3343300","91236400","3737700","5127806","32814600","1189200","12482900","910800","6492900"
"2018-01-31","1878300","2747600","140977800","4181800","4260149","41619900","1314500","11695100","852100","7362500"
"2018-02-01","1692600","2366100","67543300","4302800","4638173","28840400","1499900","9669000","1810100","5828200"
"2018-02-02","2183600","2813800","79432600","4403800","5493487","28663000","1412900","9123600","3954200","7474400"
"2018-02-05","3733700","3801300","116568900","6124000","9148944","47869000","1678300","11896100","2596400","8460400"
"2018-02-06","4259600","4480000","87123200","6857900","10321614","58145400","2205500","12595800","2667400","9266900"
"2018-02-07","2918700","2988000","55758400","4515400","6432063","37508400","1673500","8981500","1131700","10009100"
"2018-02-08","2900900","3978700","56471800","6803800","7090939","43151300","1615100","9306700","2578100","11506600"
"2018-02-09","3656800","3818800","85458200","6615800","8188402","49301100","2175700","16906900","2103600","11599300"
"2018-02-12","2273700","2824700","63160900","4624100","6151944","28379500","1484900","8534900","1212700","6673700"
"2018-02-13","2059500","1961300","33661400","7542800","5115986","19517600","1264500","6855200","1309200","5061400"
"2018-02-14","2583200","2542400","51756800","7428000","5731034","19922000","1235400","10972000","1343400","7413500"
"2018-02-15","1854900","2233300","59593800","8341900","5882286","23536800","1237600","10759700","623600","5264800"
"2018-02-16","1997900","2172600","47332300","4667300","4479913","21475200","1700500","8312400","882400","4910400"
"2018-02-20","1425700","2722700","47096500","4287800","4696122","25512000","1819800","7769000","698600","4970500"
"2018-02-21","1628600","2043500","40195800","4976500","3900116","27527500","1460400","9371100","918200","6536500"
"2018-02-22","1511700","1541500","37886300","4763400","4209732","16946400","2068800","8891500","885700","4036500"
"2018-02-23","1577200","2349300","33317600","4173500","3405881","26040900","3189900","7301800","1437700","4936900"
"2018-02-26","1782800","2418700","42265200","5418900","3776374","26992300","2290700","10268600","877900","5496100"
"2018-02-27","1820800","2330800","55975300","5908200","4432216","43624100","1740400","9416500","859400","5311900"
"2018-02-28","2002200","2356900","43387500","9684400","3978461","35541200","1672300","7653500","863500","7333000"
"2018-03-01","3005400","2632200","63207400","15555500","4225108","36326600","1794300","11932100","1187500","8626600"
"2018-03-02","2960100","2624700","58123500","10627500","3411111","33310600","1896100","13345300","843200","6476300"
"2018-03-05","1936800","2111800","43734800","10121300","3839448","30826500","1301800","18986100","1108300","4417200"
"2018-03-06","2352500","2169000","46751200","8154800","3855242","39132300","1262600","18525800","1084200","4109600"
"2018-03-07","3176200","2795100","127603200","6750400","4819654","31801900","1352300","17132200","1230900","4637600"
"2018-03-08","3093200","2284400","76011200","6127900","6752558","29481200","817700","11340100","801500","3573500"
"2018-03-09","2988000","2642300","89674400","5637800","5253221","32727900","1761600","14500200","1289100","5535900"
"2018-03-12","2105000","3216900","83748700","5609800","5296421","32044400","1990600","20369200","1385300","4270800"
"2018-03-13","2742200","4732000","174302600","4641800","4378138","45573900","1679200","12917200","1257800","5845500"
"2018-03-14","2214800","3357600","80540800","5402400","3798863","24993500","1021600","10475100","927500","3240600"
"2018-03-15","1840300","4457000","66373900","4603500","4048648","25631200","1230900","5642900","536900","3983300"
"2018-03-16","4018600","8783000","37591000","6662900","9688784","42559800","1654800","7333700","964000","8049700"
"2018-03-19","1890000","4029300","53308600","6830400","5734172","31115200","1292900","9925200","1839100","6715200"
"2018-03-20","2249400","5019300","65116900","7113600","4536188","22215000","1451000","5991900","947900","3781900"
"2018-03-21","3452600","3971800","44691700","14824000","3642381","23239500","1256500","5263900","623900","3703800"
"2018-03-22","8203600","3008700","59944200","10950500","4964630","30916000","1531700","8063300","1581600","7208400"
"2018-03-23","4039800","4297200","54844500","10902100","4645181","37683900","1751500","9529900","915800","6748900"
"2018-03-26","4231000","4485400","75878500","13171700","4292679","39306200","2560700","11988300","931400","6760400"
"2018-03-27","3212000","5468100","68551300","8304700","4062350","38777000","1746500","12068600","1473100","5308400"
"2018-03-28","2965700","4503200","64832100","6489500","3833381","37970900","1592700","18972900","2809900","5352200"
"2018-03-29","3595900","3757400","48681400","7794700","3577320","45265800","1244000","19145500","2136900","4311100"
"2018-04-02","2845800","3494900","64824600","6461300","5387318","67187800","1797200","13405800","2178400","5865400"
"2018-04-03","2363300","3017800","54891600","5193300","4325942","39432400","1400100","12694900","1907000","6898700"
"2018-04-04","2161100","4474400","67356900","6389300","5026344","30370000","2024000","12914000","907200","4515000"
"2018-04-05","3336300","4084900","65758800","5052400","3331928","25115400","2026800","10655200","882500","5477400"
"2018-04-06","1927200","2964500","51087100","5385500","3841853","28215200","1995800","11444800","892600","5095700"
"2018-04-09","1465800","2536100","38382600","4104200","4616207","31437000","1684200","9853600","611100","5840900"
"2018-04-10","2257400","2823200","42849200","3693000","3981494","25906400","1663100","10660500","1050300","6011500"
"2018-04-11","1734900","1851100","29169300","3059400","3458599","17568400","812300","14877400","549800","3830000"
"2018-04-12","2005600","2084100","47784400","4419900","5898812","29781400","708200","10249400","779100","4578300"
"2018-04-13","1607800","2029300","38935700","4933100","4243727","20884900","678300","12046600","699900","3518900"
"2018-04-16","2151600","2130700","28875100","4464700","4379393","18855500","852300","20307900","682000","2831500"
"2018-04-17","2702300","3404400","45360300","5524600","10677045","21228700","1909100","33866500","1026200","4001100"
"2018-04-18","1975700","2261600","42449600","4321800","21319258","22164700","1775000","11221100","1970000","3554700"
"2018-04-19","1512900","2620100","57841600","3657000","8458061","25422400","1150500","8438800","1921200","8624900"
"2018-04-20","2302000","2403700","39011900","2971000","8645818","26910100","1264700","9158700","1341700","7858000"
"2018-04-23","1533000","2138000","42971300","3932700","5560118","21706700","943700","8968000","929700","5934200"
"2018-04-24","1922600","3450800","44992200","5379300","5142659","42494700","1220300","13893200","1256900","8420300"
"2018-04-25","2040200","2946100","90578000","5080500","7663414","25752800","1505000","14919700","802200","12696000"
"2018-04-26","1634600","2235900","145284100","4998800","4462027","39575000","2036400","9266700","1127400","6672900"
"2018-04-27","1179500","1503100","74347800","3801200","3352953","69888100","1110300","7074400","6676300","5114700"
"2018-04-30","1504700","1766300","50608800","2788300","4618613","36417400","1444300","6088800","1113200","5592700"
"2018-05-01","1204800","1792900","43441600","3873900","4637336","27600800","1001200","6036600","1987800","4234700"
"2018-05-02","1642100","2202900","29267300","3671000","5433865","25778300","1190400","5697100","1370900","5345000"
"2018-05-03","1725000","2507900","33310600","4435600","5249456","28561000","1245200","6135800","1467900","4788900"
"2018-05-04","1504100","1663700","47884900","6341200","4604701","25642500","1191100","8209500","1041300","6168000"
"2018-05-07","2057000","1808300","54001700","4342000","3825222","20285700","1103000","7117800","1213800","4113800"
"2018-05-08","1770100","2244600","35218400","4467800","5616079","21026800","1108700","4735700","918500","5496500"
"2018-05-09","1515300","3091600","49605700","4605300","4389016","19827500","932800","5633400","1107200","5131600"
"2018-05-10","1299400","1941400","49744500","3772400","3898024","18715900","924400","5302300","838000","4376500"
"2018-05-11","1211600","2261700","43863700","3233200","3214567","15405000","1208100","4589700","1648100","3583500"
"2018-05-14","1636700","2670800","50263800","4169800","3364041","21878200","1090000","4089800","842300","4120400"
"2018-05-15","1774500","2130100","44183200","2933100","4277512","21712600","2066200","4746100","908100","4336700"
"2018-05-16","1946900","1843700","73364000","2439900","3314460","16260500","1572700","3671700","626500","3898200"
"2018-05-17","1615300","1690600","38692500","5557000","3292494","16872600","991100","4935700","1145100","3792800"
"2018-05-18","1517400","1888200","54063400","3612300","2805581","23679900","1305400","3577700","655100","4239600"
"2018-05-21","1653000","1757900","49714200","2887200","3027856","25367400","1297200","6657300","624100","5199500"
"2018-05-22","1757100","2950200","43267000","2789800","2389064","19009600","1934100","5964400","1047300","2999600"
"2018-05-23","1738000","2757600","44517800","4303900","3618846","20555400","2200300","10049100","1070100","3123500"
"2018-05-24","1911100","2779600","47785700","5972400","3555040","19667100","2051000","14758600","806100","2855500"
"2018-05-25","1314900","2152900","43850100","4031800","5140358","18550000","1399600","7817400","762100","4100200"
"2018-05-29","2047300","2093400","39578500","8141900","4746330","24253500","1850500","9717900","1129500","3492800"
"2018-05-30","1577800","2319300","58186400","14170900","5353951","24711500","1532200","5685500","747100","3621800"
"2018-05-31","2767100","3838400","46797700","6408300","7144494","30962100","2822900","6921700","708900","6582100"
"2018-06-01","1808800","2773200","71677900","6132800","4034945","31183200","1296400","7112300","439500","4728400"
"2018-06-04","1481800","3058700","74546000","4860700","3174924","22538100","1548300","7682000","1359100","3905700"
"2018-06-05","1756500","2677400","56122700","5123200","2966456","21687000","1344700","8358000","994400","5366600"
"2018-06-06","1771300","3963600","97089000","4766900","3368225","22955400","1722200","7712300","2584000","4015400"
"2018-06-07","1841800","4169200","99860300","6564100","4515059","27596100","1231000","8278000","688800","6985100"
"2018-06-08","1725200","2880600","81930500","3486600","5450183","30822900","1108100","5225700","582500","4948600"
"2018-06-11","1978400","2868200","80737600","3443100","3409960","25752400","766000","4432400","597000","3741300"
"2018-06-12","2881300","3513300","67002600","5319900","2761963","23294900","1093300","4291000","528900","3269100"
"2018-06-13","2357600","3590700","90227300","5809300","3104737","22631400","1090800","18222800","835300","4948600"
"2018-06-14","1914400","5618300","113048600","6494900","3479310","23419800","797600","14598300","731300","2941200"
"2018-06-15","8561500","9052800","77612200","7711100","9535336","39194700","2175400","13588100","520000","7027600"
"2018-06-18","1789800","3764300","104317400","4202400","4483574","40764400","1205400","6824800","777900","3170600"
"2018-06-19","2574400","3532500","92542900","4833700","3647402","31780900","1824100","16697100","712100","3486500"
"2018-06-20","2026800","2577500","76280600","5341400","3483075","21403000","1235800","16494600","1281000","3454800"
"2018-06-21","2034200","2639700","95638400","3912800","4066534","44435600","1693500","18389900","761300","3480100"
"2018-06-22","3623900","4124500","59257100","7466000","5869420","34682100","2316100","10428600","1174800","3822600"
"2018-06-25","3134500","4575400","94418400","6969800","9348207","45356500","2058200","22490900","646500","5331200"
"2018-06-26","2164000","2998300","54213500","7043100","4329917","37543000","1638000","15191200","637900","4001900"
"2018-06-27","3191900","3499500","56014300","6851600","4290483","33338800","1276400","16541400","1298400","4364600"
"2018-06-28","5801100","2217200","48716800","6333700","4731790","29055700","1467800","12219900","1284500","4198800"
"2018-06-29","3370000","3774700","41527800","5229500","3880765","28906500","1268100","9252500","1047500","5343300"
"2018-07-02","2279400","4127400","43398800","6399200","3562048","23755500","1974400","8142500","480000","3392500"
"2018-07-03","1919100","1307700","32094000","3164700","2053507","16327900","776700","5280300","581100","2201500"
"2018-07-05","2427900","1863400","40703300","5576700","3916956","26163500","1341800","8448900","1709800","4097700"
"2018-07-06","1840400","1889700","65101700","5045800","2980054","19968000","1384200","8629600","447600","3419700"
"2018-07-09","1651600","2170700","58525500","5183100","4084316","21361600","1109400","11127500","852300","3658000"
"2018-07-10","2071000","2012400","37093000","3643700","3950742","17362900","998300","9382900","489600","4512800"
"2018-07-11","1307100","1730600","42544100","6168000","3688824","18665600","966800","9713900","1036100","5000200"
"2018-07-12","1717000","2761600","44188100","4681000","3262997","20292700","1656900","12743300","1011400","5818700"
"2018-07-13","1420300","3934100","40614100","3941800","3203480","13749300","870300","15719000","867800","2715800"
"2018-07-16","1522800","2165100","65275300","3592100","3628365","15951500","623300","22960000","446900","3013700"
"2018-07-17","2315300","2552000","42313500","5133900","5331148","15754500","725800","58410400","804100","3915100"
"2018-07-18","2206500","2637000","40881500","2908100","7254324","14649000","878500","21746300","630300","5491900"
"2018-07-19","2055100","1980200","41267800","3590600","15329967","15954600","1136000","16878700","590400","5013900"
"2018-07-20","1110200","2221800","42879800","2462200","6709672","17380500","776100","15096700","944200","4358000"
"2018-07-23","1783300","1935700","44940800","2538100","4077203","15945500","770200","11505200","458500","3052800"
"2018-07-24","2545500","2433300","58201500","4052300","4070614","17788700","966500","12851500","918800","4286700"
"2018-07-25","2285200","2270300","82604900","4056900","3797921","19854800","1338700","8467800","682100","8218400"
"2018-07-26","2228000","2265800","192661100","3414300","4997788","28282500","1062900","6993700","506500","5520400"
"2018-07-27","2704000","3030900","161903800","5924400","3921768","67816700","1284100","8949500","653200","4343900"
"2018-07-30","2553200","5496800","160823400","9522000","3774177","35696600","1780000","18260700","1068400","4422500"
"2018-07-31","2722700","2939500","118403400","7442900","5726013","36581200","2225500","14085400","1683100","5206300"
"2018-08-01","2060600","3185000","75495200","5098100","3544266","28060700","1264700","7790500","1252400","5303000"
"2018-08-02","1774700","2395400","52867100","3779200","4018104","26452500","1427900","7131300","1052300","4516700"
"2018-08-03","1478500","2100300","53232100","3463500","8424066","22008200","936100","8848400","923000","3337900"
"2018-08-06","1135800","1535300","83579700","3247300","4093730","26669000","936000","8198100","611500","2970800"
"2018-08-07","1415700","1885400","72822600","3928300","3670205","28322700","1221400","7970900","886100","5234500"
"2018-08-08","1123400","1585400","52081400","3026700","3745831","21990600","808900","5394700","775700","2890800"
"2018-08-09","1722100","2092000","46653400","3572600","3235801","23795600","812900","4820300","614900","3505200"
"2018-08-10","1354200","1789000","65821100","2748500","3141243","28712400","918100","4328400","1220400","7652600"
"2018-08-13","1590100","1532700","81411300","2880400","2989991","17070600","995500","6888900","1009400","3989800"
"2018-08-14","2083200","2100300","89195500","3474700","2991560","23061600","1065400","5805200","737100","3109600"
"2018-08-15","1669400","2744700","86355700","4476900","4436609","26739900","952100","11784500","1161900","3532600"
"2018-08-16","1957000","2420400","69733700","3704000","5492232","24358000","958300","6689700","1480400","2916300"
"2018-08-17","2717500","2744200","60616600","2865600","2801816","26382000","2001200","10407900","1273100","3744800"
"2018-08-20","1285800","2901300","62983200","2882200","2614686","24334000","2210600","13591100","570400","3238200"
"2018-08-21","1291600","2168900","55629000","4063700","3249817","19254300","2091500","14783200","463600","4714300"
"2018-08-22","1184400","1895400","62002700","4245300","2498894","23182500","1797400","8930700","637500","3999200"
"2018-08-23","1299200","2984300","113444100","6196300","2322538","31343200","2073500","11336400","1752100","3038700"
"2018-08-24","1768200","3862300","164328200","4882000","2904324","18214700","2736600","14729100","699500","3191900"
"2018-08-27","1406800","2433000","325058400","5814800","3652214","17170300","2418600","17427300","905200","3686200"
"2018-08-28","1668500","1867100","215771200","5266900","2568244","13472400","1618900","9222600","1561300","3214400"
"2018-08-29","1370800","3155200","143223200","9018600","3298875","13479100","1517100","8118700","1093200","5113900"
"2018-08-30","1480000","2409300","103607300","14441000","3494058","16418800","1246800","10981000","712600","5688600"
"2018-08-31","2803300","2944500","65206400","6210500","3648971","16484000","1341100","7943400","493100","6550300"
"2018-09-04","1676900","2158200","192541300","5310900","3479205","15682900","1200600","7605200","599600","6160300"
"2018-09-05","1869000","4203300","257349000","7287400","3270319","20857200","1837100","13092800","743300","5369300"
"2018-09-06","1813000","2810800","143942900","4190300","4444245","19318100","1456700","13050200","1148600","4813100"
"2018-09-07","1826600","2894300","123348700","3866800","4908983","25958300","1604600","9105800","873100","5349300"
"2018-09-10","1888500","2633600","162253800","3872300","3784742","21522400","1567400","5752200","1071600","5138900"
"2018-09-11","1963400","2866000","159902500","4151000","3529936","32455300","1595300","6198100","661400","8165600"
"2018-09-12","1743300","3365400","197889600","5180800","4714008","29778700","1001000","10480800","608200","10182300"
"2018-09-13","1586500","4774000","304147100","6213500","5592439","18657100","1543200","8366100","625500","6311100"
"2018-09-14","2212900","6182500","217762800","4615300","3610897","22998700","1434400","4756400","1254200","6485000"
"2018-09-17","1770900","3080900","180410600","3899600","3715287","17603200","1515300","7071900","738400","5598300"
"2018-09-18","2078400","2684400","176673200","3749600","3796352","20528100","1331100","10414000","1143900","5654900"
"2018-09-19","1531100","2801400","124287000","5546000","4441525","15918900","2072200","11876800","1105900","6588900"
"2018-09-20","1818900","2560200","123116500","4655600","6226001","21999300","1366000","6768100","678300","5562500"
"2018-09-21","4743000","6186500","129792900","17991600","20865085","52650600","5539700","11930600","3685600","10923900"
"2018-09-24","2074700","2619100","118332600","5082100","4461190","17847000","1505500","9322500","1276700","3531200"
"2018-09-25","1979900","2298000","118570200","5699600","4599785","23389900","2041500","6799800","1154700","6523800"
"2018-09-26","2623900","2027700","79347300","4079700","7742387","23957700","1452500","13799700","1068800","6478600"
"2018-09-27","3112800","1735200","87934400","3930300","3637570","15415500","890700","7326200","608600","4704200"
"2018-09-28","2384500","2784500","165453500","4607700","3457867","46223500","1593400","7114900","1584600","4556400"
"2018-10-01","2336700","3553100","94742900","4297600","3930240","23796200","1110400","8376600","632300","3661800"
"2018-10-02","1762700","3254400","145276500","4137000","3169275","42121100","1276100","8638700","727200","4718400"
"2018-10-03","1655500","2726400","190137200","3561600","3467804","39211900","1646400","5798600","979300","5353400"
"2018-10-04","1779100","3780300","95831200","6206400","4432843","30108300","1533700","9074400","1836000","5846500"
"2018-10-05","1485800","3098600","88008500","4963600","4813901","28901400","1343000","13523000","775400","8778800"
"2018-10-08","1693600","5109200","103789500","10238700","3388308","19376800","1842100","12375500","937700","7458500"
"2018-10-09","2027900","2597500","105461800","5593300","3809950","23285700","1721900","8755000","1069700","6041500"
"2018-10-10","2972300","5309300","147682900","13660600","5802894","43109500","2826000","17183100","1611400","11243700"
"2018-10-11","4752800","7042900","147013800","10499300","9111183","43648800","2918800","16082100","1296800","10100300"
"2018-10-12","3376300","4779900","111059400","9371700","6865316","32087400","2602200","14870800","1411800","6889100"
"2018-10-15","1945100","5106400","70523500","6040800","5193913","21633000","1220200","11215000","1403300","6637400"
"2018-10-16","2830200","8679600","92529000","5383100","9095493","21472000","1591000","20156400","1339500","5894100"
"2018-10-17","2687200","4405100","89466900","3377900","20359344","23124400","2167000","32610900","1160300","5061400"
"2018-10-18","2196000","5378900","79623700","5338200","10472238","26638800","1727400","18461000","1755400","9668300"
"2018-10-19","2426100","4070600","130799900","5141600","8150014","28368500","1725900","16717200","769200","10492500"
"2018-10-22","1958300","3487000","114158900","4234900","5982597","34508800","1334800","17097200","503000","6881500"
"2018-10-23","2204000","5006300","101763000","6462000","6760926","38590300","1591300","14907300","1461800","13925900"
"2018-10-24","2473700","4859500","134489100","7251500","5972974","33631800","1533000","19039300","1589900","25121700"
