Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,38.320000,39.410000,38.139999,38.790001,34.922520,3964900
2013-01-03,38.860001,39.340000,38.730000,39.099998,35.201599,2810800
2013-01-04,39.230000,39.430000,38.980000,39.230000,35.318645,2285300
2013-01-07,38.939999,39.200001,38.790001,39.009998,35.120583,1817200
2013-01-08,38.930000,39.049999,38.750000,38.900002,35.021557,1716000
2013-01-09,38.980000,39.060001,38.730000,38.900002,35.021557,1456600
2013-01-10,39.189999,39.290001,38.849998,39.020000,35.129581,1521500
2013-01-11,38.980000,39.099998,38.759998,38.880001,35.003548,863200
2013-01-14,38.910000,39.150002,38.619999,38.730000,34.868496,1227700
2013-01-15,38.580002,39.240002,38.549999,39.160000,35.255627,1830000
2013-01-16,38.959999,39.090000,38.700001,38.830002,34.958527,1182200
2013-01-17,38.950001,39.529999,38.900002,39.279999,35.363670,2481100
2013-01-18,39.380001,39.400002,38.970001,39.270000,35.354660,1523100
2013-01-22,39.200001,39.299999,38.740002,39.240002,35.327656,2173200
2013-01-23,39.200001,39.290001,38.910000,39.150002,35.246628,2010600
2013-01-24,39.200001,39.380001,38.830002,38.970001,35.084560,2456800
2013-01-25,39.160000,39.650002,39.049999,39.560001,35.615749,2912200
2013-01-28,39.509998,40.119999,39.400002,40.099998,36.101910,4130800
2013-01-29,39.990002,40.250000,39.770000,40.209999,36.200943,2281300
2013-01-30,40.130001,40.380001,40.070000,40.139999,36.137913,2246600
2013-01-31,40.230000,40.230000,39.790001,39.980000,35.993866,2593200
2013-02-01,40.340000,40.580002,40.090000,40.290001,36.272964,1852600
2013-02-04,39.990002,40.150002,39.669998,39.770000,35.804806,1830900
2013-02-05,40.020000,40.169998,39.849998,39.950001,35.966873,1836600
2013-02-06,39.889999,40.740002,39.810001,40.660000,36.606071,2508900
2013-02-07,40.549999,40.660000,39.990002,40.470001,36.435020,2087800
2013-02-08,40.529999,41.049999,40.480000,40.970001,36.885170,1965500
2013-02-11,40.970001,41.230000,40.759998,41.220001,37.110237,1182200
2013-02-12,41.189999,41.520000,40.889999,41.389999,37.263294,1637200
2013-02-13,41.580002,41.610001,41.160000,41.180000,37.074234,1461000
2013-02-14,40.919998,41.209999,40.779999,41.160000,37.056225,1381300
2013-02-15,41.189999,41.730000,41.130001,41.230000,37.119247,3495800
2013-02-19,41.150002,41.150002,40.630001,40.830002,36.759129,4131200
2013-02-20,39.869999,41.000000,39.520000,39.720001,35.759789,3722300
2013-02-21,39.610001,39.619999,39.049999,39.160000,35.255627,3558500
2013-02-22,39.330002,39.490002,39.040001,39.490002,35.552727,1832600
2013-02-25,39.700001,39.970001,38.599998,38.599998,34.751465,3347800
2013-02-26,38.709999,38.919998,38.349998,38.529999,34.688435,2620200
2013-02-27,38.500000,39.430000,38.500000,39.299999,35.501461,1638100
2013-02-28,39.340000,39.799999,39.240002,39.450001,35.636951,2701000
2013-03-01,39.279999,39.700001,39.060001,39.570000,35.745346,1580600
2013-03-04,39.500000,39.619999,38.930000,39.200001,35.411125,3377400
2013-03-05,39.419998,39.810001,39.340000,39.459999,35.645981,2484200
2013-03-06,39.619999,39.709999,39.299999,39.380001,35.573727,2254500
2013-03-07,39.490002,39.540001,39.230000,39.360001,35.555656,1950700
2013-03-08,39.680000,40.520000,39.529999,40.290001,36.395771,4826500
2013-03-11,40.310001,40.430000,39.930000,40.240002,36.350601,3276000
2013-03-12,40.310001,40.560001,39.820000,39.980000,36.115719,2374200
2013-03-13,40.049999,40.400002,39.959999,40.180000,36.296402,2199400
2013-03-14,40.259998,40.560001,40.130001,40.419998,36.513191,1593700
2013-03-15,40.250000,40.450001,40.020000,40.349998,36.449970,2691200
2013-03-18,39.790001,40.150002,39.610001,39.900002,36.043465,2087000
2013-03-19,40.000000,40.070000,39.240002,39.549999,35.727303,2858500
2013-03-20,39.830002,40.220001,39.750000,40.020000,36.151867,1473900
2013-03-21,39.759998,39.970001,39.500000,39.619999,35.790516,1431900
2013-03-22,39.700001,39.889999,39.650002,39.849998,35.998291,1294500
2013-03-25,40.000000,40.119999,39.590000,39.759998,35.916985,1931700
2013-03-26,39.930000,41.560001,39.790001,41.290001,37.299110,5147100
2013-03-27,41.040001,41.700001,40.919998,41.619999,37.597214,2543600
2013-03-28,41.689999,42.270000,41.570000,42.230000,38.148239,2391500
2013-04-01,42.119999,42.250000,41.599998,41.630001,37.606255,1777700
2013-04-02,41.860001,41.919998,41.310001,41.459999,37.452671,1691500
2013-04-03,41.520000,41.660000,40.849998,41.000000,37.037132,2291500
2013-04-04,40.980000,41.330002,40.880001,41.299999,37.308144,1549400
2013-04-05,40.590000,40.689999,40.200001,40.660000,36.730000,1775100
2013-04-08,40.549999,41.299999,40.500000,41.299999,37.308144,944100
